latitude,longitude,X,Y,Zone Number,Zone Letter,depth,mag,magMod,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
32.9083333,-116.9546667,-13019333.94,3883143.053,11,S,6.33,1.03,1.03,ml,18,54,0.07018,0.14,ci,ci39107719,2020-03-20T14:54:51.750Z,"6km NNW of Lakeside, CA",earthquake,0.26,0.77,0.08,7,reviewed,ci,ci
33.4233333,-116.9145,-13014862.61,3951630.132,11,S,9.52,0.9,0.9,ml,18,59,0.08196,0.2,ci,ci39107711,2020-03-19T16:30:49.149Z,"5km WSW of Aguanga, CA",earthquake,0.34,1.07,0.207,19,automatic,ci,ci
17.9231,-66.8276,-7439214.403,2028549.495,19,Q,11,3.13,3.13,ml,8,228,0.0733,0.22,pr,pr2020079024,2020-03-20T02:55:47.385Z,"9km S of Indios, Puerto Rico",earthquake,1.7,0.81,0.16,4,reviewed,pr,pr
38.8248329,-122.7868347,-13668567.91,4696611.358,10,S,1.15,1.02,0.79472,md,22,39,0.01252,0.04,nc,nc73356050,2020-03-19T16:52:03.361Z,"6km W of Cobb, CA",earthquake,0.19,0.37,0.03,3,automatic,nc,nc
37.5918333,-121.2961667,-13502627.51,4521924.932,10,S,10.14,1.55,1.2908,md,19,128,0.09035,0.15,nc,nc73356045,2020-03-20T00:31:03.312Z,"10km WNW of Westley, CA",earthquake,0.56,0.74,0.256,17,reviewed,nc,nc
38.1229,-118.3544,-13175151.54,4596802.038,11,S,6.2,0.2,0.2,ml,4,290.7,0.175,0.2058,nn,nn00719546,2020-03-20T02:09:44.963Z,"50km SSE of Hawthorne, Nevada",earthquake,,72.1,0,1,reviewed,nn,nn
38.1398,-118.3599,-13175763.8,4599193.732,11,S,5.6,0.2,0.2,ml,3,307.32,0.16,0.0003,nn,nn00719545,2020-03-20T02:09:43.245Z,"48km SSE of Hawthorne, Nevada",earthquake,,82.5,0,1,reviewed,nn,nn
17.8831,-66.924,-7449945.602,2023870.129,19,Q,10,2.48,2.16128,md,8,243,0.1023,0.11,pr,pr2020079026,2020-03-19T19:09:11.635Z,"9km S of Guanica, Puerto Rico",earthquake,0.83,0.54,0.22,2,reviewed,pr,pr
35.7891667,-117.5778333,-13088704.53,4271649.68,11,S,4.44,0.97,0.97,ml,13,130,0.03097,0.19,ci,ci39107703,2020-03-20T13:28:52.381Z,"16km W of Searles Valley, CA",earthquake,0.52,0.72,0.32,11,reviewed,ci,ci
33.2210007,-116.7431641,-12995789.58,3924674.984,11,S,11.4,1.06,1.06,ml,24,41,0.01985,0.16,ci,ci39107695,2020-03-19T16:21:56.138Z,"3km SE of Lake Henshaw, CA",earthquake,0.3,0.59,0.116,6,automatic,ci,ci
36.1148333,-117.9111667,-13125811.04,4316433.783,11,S,2.85,1.15,1.15,ml,14,80,0.04567,0.14,ci,ci39107687,2020-03-19T16:16:50.895Z,"8km NNE of Coso Junction, CA",earthquake,0.33,0.82,0.102,15,automatic,ci,ci
58.2048333,-155.3498333,-17293464.34,8010470.269,5,V,4.36,-0.69,-0.69,ml,5,200,0.07416,0.1,av,av70878939,2020-03-20T01:18:02.460Z,"93km SE of King Salmon, Alaska",earthquake,2.06,2.7,0.307,5,reviewed,av,av
40.7571667,-112.0546667,-12473868.44,4976589.52,12,T,7.24,1.73,1.73,ml,31,47,0.03339,0.16,uu,uu60366702,2020-03-25T05:59:42.151Z,"6km NE of Magna, Utah",earthquake,0.24,0.83,0.146,6,reviewed,uu,uu
46.208,-122.188,-13601905.94,5813744.249,10,T,4.13,0.15,0.15,ml,11,123,,0.1,uw,uw61589921,2020-03-19T17:37:57.360Z,"38km NNE of Amboy, Washington",earthquake,0.36,0.66,0.18331669,5,reviewed,uw,uw
38.133,-118.3799,-13177990.19,4598231.327,11,S,9,-0.1,-0.1,ml,3,310.15,0.154,0.0611,nn,nn00719542,2020-03-20T02:09:41.731Z,"48km SSE of Hawthorne, Nevada",earthquake,,35.3,0,1,reviewed,nn,nn
17.8241,-66.9451,-7452294.443,2016969.989,19,Q,9,2.31,2.00216,md,4,272,0.1647,0.11,pr,pr2020079023,2020-03-19T16:20:24.681Z,"16km SSW of Guanica, Puerto Rico",earthquake,0.85,1.07,0.21,3,reviewed,pr,pr
37.3235,-120.0196667,-13360528.18,4484294.954,10,S,18.9,1.6,1.3376,md,7,196,0.2288,0.05,nc,nc73356040,2020-03-20T00:37:03.449Z,"19km SSW of Mariposa, CA",earthquake,0.44,0.59,0.125,6,reviewed,nc,nc
17.9071,-66.9711,-7455188.75,2026677.622,19,Q,10,2.49,2.17064,md,8,239,0.1143,0.07,pr,pr2020079021,2020-03-19T16:20:35.376Z,"9km SW of Guanica, Puerto Rico",earthquake,0.86,0.56,0.27,6,reviewed,pr,pr
40.7633333,-112.0573333,-12474165.28,4977495.804,12,T,6.19,1.06,1.06,ml,18,71,0.07964,0.16,uu,uu60366692,2020-03-26T15:38:34.260Z,"7km NNE of Magna, Utah",earthquake,0.32,1.42,0.162,3,reviewed,uu,uu
32.9071667,-116.9581667,-13019723.56,3882988.368,11,S,5.76,0.92,0.92,ml,19,49,0.06841,0.2,ci,ci39107655,2020-03-19T16:54:31.720Z,"6km NNW of Lakeside, CA",earthquake,0.25,0.59,0.156,8,reviewed,ci,ci
60.9925,-146.9545,-16358900.11,8624101.292,6,V,22.4,1.4,1.4,ml,,,,1.58,ak,ak0203mwpcus,2020-03-19T16:03:10.631Z,"36km WSW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
38.9696667,-122.5278333,-13639736.01,4717327.519,10,S,8.26,0.73,0.52328,md,6,248,0.1125,0.05,nc,nc73356035,2020-03-19T20:22:03.196Z,"9km E of Clearlake, CA",earthquake,1.2,1.67,0.085,4,reviewed,nc,nc
19.309,-155.2606659,-17283538.27,2191349.655,5,Q,2.51,1.89,1.89,ml,42,103,0.04382,0.15,hv,hv71436517,2020-03-19T15:53:13.820Z,"13km S of Volcano, Hawaii",earthquake,0.26,0.68,0.23,6,automatic,hv,hv
61.7061,-150.3656,-16738622.02,8789787.94,5,V,20,0.6,0.6,ml,,,,0.76,ak,ak0203mwnu65,2020-03-19T19:26:48.856Z,"17km WSW of Willow, Alaska",earthquake,,1.8,,,reviewed,ak,ak
34.0013333,-116.8266667,-13005085.05,4028981.057,11,S,19.1,0.91,0.91,ml,23,44,0.0372,0.19,ci,ci39107639,2020-03-19T15:47:38.283Z,"10km NNE of Banning, CA",earthquake,0.35,0.7,0.202,22,automatic,ci,ci
38.1325,-118.3648,-13176309.26,4598160.566,11,S,8.3,-0.1,-0.1,ml,3,309.51,0.162,0.0034,nn,nn00719540,2020-03-20T02:09:40.174Z,"49km SSE of Hawthorne, Nevada",earthquake,,53.3,0,1,reviewed,nn,nn
33.9966667,-116.832,-13005678.75,4028354.454,11,S,18.1,1.93,1.93,ml,59,26,0.04334,0.19,ci,ci39107615,2020-03-19T17:37:15.240Z,"9km NNE of Banning, CA",earthquake,0.22,0.46,0.142,26,reviewed,ci,ci
40.3765,-124.4278333,-13851243.04,4920806.024,10,T,25.12,2.18,1.88048,md,15,238,0.1095,0.12,nc,nc73356025,2020-03-24T23:42:02.981Z,"13km WNW of Petrolia, CA",earthquake,1.06,0.58,0.084,11,reviewed,nc,nc
17.8765,-66.889,-7446049.42,2023098.136,19,Q,4,2.62,2.29232,md,8,244,0.0991,0.38,pr,pr2020079020,2020-03-19T15:56:07.665Z,"10km S of Guanica, Puerto Rico",earthquake,1.88,1.11,0.16,3,reviewed,pr,pr
61.7672,-149.7884,-16674368.41,8804151.754,6,V,25.2,1.4,1.4,ml,,,,0.69,ak,ak0203mwiyeq,2020-03-19T15:28:12.984Z,"13km E of Willow, Alaska",earthquake,,0.2,,,automatic,ak,ak
19.3045,-155.2623333,-17283723.88,2190818.867,5,Q,5.98,1.91,1.91,ml,49,109,0.04246,0.1,hv,hv71436502,2020-03-20T00:18:28.110Z,"14km S of Volcano, Hawaii",earthquake,0.24,0.52,0.261,6,reviewed,hv,hv
37.2843333,-121.6606667,-13543203.47,4478813.635,10,S,3.85,1.39,1.14104,md,37,43,0.02718,0.06,nc,nc73356020,2020-03-24T20:17:03.440Z,"16km E of Seven Trees, CA",earthquake,0.15,0.31,0.154,28,reviewed,nc,nc
35.5696667,-117.3631667,-13064807.95,4241568.595,11,S,5.19,1.15,1.15,ml,12,147,0.04463,0.16,ci,ci39107591,2020-03-19T17:36:15.626Z,"22km S of Trona, CA",earthquake,0.92,0.54,0.166,14,reviewed,ci,ci
52.0701667,-176.098,-19603139.69,6812822.451,1,U,10.53,0.27,0.27,ml,4,161,0.03242,0.17,av,av70878934,2020-03-20T01:08:27.770Z,"43km ENE of Adak, Alaska",earthquake,1.65,1.27,0.181,4,reviewed,av,av
61.6808,-148.1413,-16491014.08,8783848.57,6,V,23.6,1.1,1.1,ml,,,,0.25,ak,ak0203mwfwmj,2020-03-19T15:13:19.389Z,"39km ESE of Sutton-Alpine, Alaska",earthquake,,0.4,,,automatic,ak,ak
66.2641,-157.3104,-17511713.62,9949504.279,4,W,7.1,1.3,1.3,ml,,,,1.33,ak,ak0203mwe133,2020-03-19T15:13:18.858Z,"74km SSW of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
17.9226,-66.9591,-7453852.916,2028490.996,19,Q,4,2.88,2.53568,md,8,231,0.0956,0.09,pr,pr2020079022,2020-03-19T16:14:48.905Z,"7km SW of Guanica, Puerto Rico",earthquake,0.7,0.58,0.26,5,reviewed,pr,pr
37.1442,-116.3251,-12949250.9,4459225.513,11,S,6.7,0.4,0.4,ml,9,216.34,0.041,0.1491,nn,nn00719536,2020-03-20T02:09:38.464Z,"46km NE of Beatty, Nevada",earthquake,,1.4,0.82,5,reviewed,nn,nn
54.1285,-165.9328333,-18471558.51,7194530.315,3,U,3.52,0.56,0.56,ml,10,120,0.01903,0.29,av,av70878929,2020-03-20T01:01:54.470Z,"10km W of Akutan, Alaska",earthquake,0.32,0.56,0.225,9,reviewed,av,av
35.8695,-117.6646667,-13098370.78,4282679.599,11,S,2.01,1.09,1.09,ml,11,97,0.07652,0.17,ci,ci39107559,2020-03-19T14:45:48.301Z,"23km ESE of Little Lake, CA",earthquake,0.36,0.54,0.181,13,automatic,ci,ci
17.8763,-66.8801,-7445058.676,2023074.742,19,Q,14,2.81,2.47016,md,8,244,0.0988,0.1,pr,pr2020079019,2020-03-19T15:32:25.040Z,"11km SSE of Guanica, Puerto Rico",earthquake,0.94,0.6,0.18,4,reviewed,pr,pr
19.211834,-155.4190063,-17301164.64,2179891.881,5,Q,32.61,1.81,1.53416,md,38,147,0.03263,0.12,hv,hv71436447,2020-03-19T14:36:14.150Z,"6km E of Pahala, Hawaii",earthquake,0.68,0.77,0.03,4,automatic,hv,hv
40.7511667,-112.054,-12473794.22,4975707.802,12,T,6.92,1.65,1.65,ml,20,76,0.02784,0.15,uu,uu60366652,2020-03-27T21:48:10.230Z,"6km NE of Magna, Utah",earthquake,0.36,0.81,0.136,5,reviewed,uu,uu
64.8442,-151.2861,-16841091.62,9567452.254,5,W,10.1,0.6,0.6,ml,,,,0.74,ak,ak0203mvypla,2020-03-19T19:03:31.008Z,"35km WSW of Manley Hot Springs, Alaska",earthquake,,0.7,,,reviewed,ak,ak
46.19916667,-122.1846667,-13601534.88,5812323.465,10,T,0.28,0.43,0.43,ml,11,137,,0.1,uw,uw61589906,2020-03-19T16:59:22.810Z,"37km NNE of Amboy, Washington",earthquake,0.36,0.23,0.172280484,6,reviewed,uw,uw
35.7878333,-117.5628333,-13087034.74,4271466.696,11,S,11.22,0.42,0.42,ml,6,158,0.03962,0.12,ci,ci37438389,2020-03-19T15:34:36.512Z,"14km W of Searles Valley, CA",earthquake,0.68,0.63,0.036,1,reviewed,ci,ci
35.7171667,-117.5676667,-13087572.79,4261773.411,11,S,10.7,0.74,0.74,ml,14,147,0.1013,0.13,ci,ci39107535,2020-03-19T15:37:47.531Z,"14km NE of Ridgecrest, CA",earthquake,0.35,0.67,0.155,7,reviewed,ci,ci
40.7408333,-112.0595,-12474406.48,4974189.464,12,T,7.83,1.37,1.37,ml,18,54,0.02268,0.14,uu,uu60366647,2020-03-27T21:35:42.930Z,"5km NE of Magna, Utah",earthquake,0.34,0.64,0.377,2,reviewed,uu,uu
32.9058333,-116.958,-13019705,3882811.569,11,S,5.83,1.9,1.9,ml,43,39,0.06713,0.21,ci,ci39107527,2020-03-20T20:46:42.943Z,"6km NNW of Lakeside, CA",earthquake,0.19,0.91,0.051,5,reviewed,ci,ci
32.9081667,-116.9533333,-13019185.51,3883120.963,11,S,5.23,2.88,2.88,ml,65,38,0.07028,0.22,ci,ci39107519,2020-03-24T19:50:13.325Z,"6km NNW of Lakeside, CA",earthquake,0.15,0.49,0.168,116,reviewed,ci,ci
40.765,-112.0725,-12475853.63,4977740.767,12,T,9.96,1.5,1.5,ml,20,59,0.03614,0.09,uu,uu60366642,2020-03-27T21:24:40.513Z,"6km NNE of Magna, Utah",earthquake,0.24,0.55,0.256,3,reviewed,uu,uu
17.9193,-66.8878,-7445915.836,2028104.909,19,Q,15,2.38,2.06768,md,7,228,0.0565,0.13,pr,pr2020079018,2020-03-19T14:33:00.747Z,"6km SSE of Guanica, Puerto Rico",earthquake,1.1,0.57,0.16,2,reviewed,pr,pr
38.8294983,-122.8134995,-13671536.23,4697278.011,10,S,1.95,0.56,0.36416,md,9,133,0.006656,0.01,nc,nc73356015,2020-03-19T16:28:02.079Z,"8km NW of The Geysers, CA",earthquake,0.4,0.95,,1,automatic,nc,nc
52.0681667,-176.1033333,-19603733.39,6812460.265,1,U,10.66,-0.26,-0.26,ml,4,162,0.02999,0.18,av,av70878924,2020-03-20T00:56:21.360Z,"43km ENE of Adak, Alaska",earthquake,1.73,1.29,0.198,4,reviewed,av,av
17.8845,-66.8735,-7444323.968,2024033.889,19,Q,6,2.63,2.30168,md,7,241,0.0908,0.08,pr,pr2020079016,2020-03-19T16:23:21.480Z,"10km SSE of Guanica, Puerto Rico",earthquake,1.09,0.37,0.1,2,reviewed,pr,pr
40.7415,-112.0616667,-12474647.67,4974287.418,12,T,8.38,2.38,2.38,ml,21,54,0.0244,0.11,uu,uu60366607,2020-03-27T20:48:45.119Z,"4km NE of Magna, Utah",earthquake,0.26,0.56,0.173,14,reviewed,uu,uu
35.603,-117.3763333,-13066273.65,4246131.39,11,S,9.68,1.21,1.21,ml,16,182,0.07847,0.23,ci,ci39107503,2020-03-19T14:15:40.958Z,"18km S of Trona, CA",earthquake,0.62,1.13,0.175,14,reviewed,ci,ci
60.6652,-150.9805,-16807072.38,8549350.087,5,V,20.1,1.1,1.1,ml,,,,0.65,ak,ak0203mviphg,2020-03-19T14:02:14.404Z,"15km NNE of Ridgeway, Alaska",earthquake,,1.5,,,automatic,ak,ak
40.7453333,-112.0308333,-12471215.32,4974850.642,12,T,9.55,2.86,2.86,ml,59,37,0.01876,0.2,uu,uu60366602,2020-03-26T22:36:14.328Z,"6km NNW of West Valley City, Utah",earthquake,0.22,0.51,0.183,14,reviewed,uu,uu
61.3167,-146.8372,-16345842.33,8698907.598,6,V,23.3,1.5,1.5,ml,,,,0.84,ak,ak0203mvhvzd,2020-03-19T13:55:41.747Z,"33km NW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
38.8393326,-122.8290024,-13673262,4698683.407,10,S,2.17,0.57,0.37352,md,11,79,0.005118,0.02,nc,nc73356010,2020-03-19T14:13:02.994Z,"9km NW of The Geysers, CA",earthquake,0.32,0.82,,1,automatic,nc,nc
38.7868347,-122.7371674,-13663038.98,4691183.306,10,S,1.69,0.65,0.4484,md,10,87,0.003609,0.02,nc,nc73356005,2020-03-19T14:01:02.919Z,"2km ENE of The Geysers, CA",earthquake,0.29,0.74,0.07,2,automatic,nc,nc
66.3068,-156.9189,-17468132.04,9961323.216,4,W,0,2.7,2.7,ml,,,,0.73,ak,ak0203mvfmtl,2020-03-19T14:34:20.040Z,"66km S of Kobuk, Alaska",earthquake,,0.9,,,automatic,ak,ak
36.1826667,-117.842,-13118111.43,4325785.226,11,S,1.72,2.08,2.08,ml,19,75,0.06578,0.17,ci,ci39107495,2020-03-19T13:47:35.660Z,"18km NNE of Coso Junction, CA",earthquake,0.33,0.55,0.105,26,automatic,ci,ci
40.371,-124.2231667,-13828459.66,4920002.363,10,T,29.25,1.72,1.44992,md,19,92,0.06741,0.12,nc,nc73355990,2020-03-24T19:41:04.209Z,"7km NE of Petrolia, CA",earthquake,0.72,0.91,0.128,10,reviewed,nc,nc
17.9045,-66.8615,-7442988.134,2026373.459,19,Q,13,2.5,2.18,md,5,234,0.0728,0.07,pr,pr2020079015,2020-03-19T13:43:11.797Z,"8km SSE of Guanica, Puerto Rico",earthquake,1.11,0.41,0.07,2,reviewed,pr,pr
60.2911,-152.1573,-16938073.16,8464835.227,5,V,82.8,1.1,1.1,ml,,,,0.41,ak,ak0203mvdlmg,2020-03-19T13:33:03.896Z,"38km ESE of Redoubt Volcano, Alaska",earthquake,,0.9,,,automatic,ak,ak
37.3883,-117.1267,-13038484.6,4493369.893,11,S,2.4,0.2,0.2,ml,7,211.16,0.138,0.179,nn,nn00719535,2020-03-20T02:09:36.401Z,"36km SSE of Goldfield, Nevada",earthquake,,5.1,0.64,3,reviewed,nn,nn
17.9146,-66.8096,-7437210.652,2027555.041,19,Q,9,2.48,2.16128,md,5,232,0.0922,0.19,pr,pr2020079014,2020-03-19T13:41:07.253Z,"8km S of Indios, Puerto Rico",earthquake,1.51,1.32,0.27,2,reviewed,pr,pr
63.0829,-150.3465,-16736495.82,9120607.096,5,V,5.3,2,2,ml,,,,0.84,ak,ak0203mvddcu,2020-03-19T13:34:45.111Z,"78km WSW of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
40.7696667,-112.0733333,-12475946.39,4978426.689,12,T,9.7,1.92,1.92,ml,19,59,0.03535,0.11,uu,uu60366567,2020-03-27T21:04:48.853Z,"7km NNE of Magna, Utah",earthquake,0.28,0.61,0.128,8,reviewed,uu,uu
40.7406667,-112.037,-12471901.79,4974164.987,12,T,9.47,1.22,1.22,ml,16,48,0.01373,0.1,uu,uu60366562,2020-03-24T18:29:43.150Z,"6km NNW of West Valley City, Utah",earthquake,0.25,0.58,0.079,3,reviewed,uu,uu
65.5085,-147.9505,-16469774.32,9743605.45,6,W,12.3,1.9,1.9,ml,,,,0.7,ak,ak0203mvblpp,2020-03-19T13:34:44.618Z,"72km N of College, Alaska",earthquake,,0.2,,,automatic,ak,ak
65.3634,-144.8153,-16120765.46,9704750.249,6,W,0,1.7,1.7,ml,,,,0.82,ak,ak0203mvb7u3,2020-03-19T13:33:02.989Z,"13km SSW of Circle Hot Springs Station, Alaska",earthquake,,0.3,,,automatic,ak,ak
40.743,-112.0375,-12471957.45,4974507.808,12,T,7.4,1.19,1.19,ml,17,55,0.06666,0.14,uu,uu60366542,2020-03-25T22:20:33.710Z,"6km NNW of West Valley City, Utah",earthquake,0.33,1.32,0.199,2,reviewed,uu,uu
19.2251663,-155.414505,-17300663.56,2181463.619,5,Q,32.36,1.84,1.56224,md,51,141,0.02022,0.11,hv,hv71436367,2020-03-19T13:12:21.280Z,"7km ENE of Pahala, Hawaii",earthquake,0.58,0.65,0.02,7,automatic,hv,hv
40.7786667,-112.0743333,-12476057.71,4979749.664,12,T,9.12,1.52,1.52,ml,30,57,0.03512,0.17,uu,uu60366537,2020-03-25T21:54:51.173Z,"8km NNE of Magna, Utah",earthquake,0.27,0.77,0.1,9,reviewed,uu,uu
40.7415,-112.0918333,-12478005.81,4974287.418,12,T,7.05,1.3,1.3,ml,18,91,0.05571,0.16,uu,uu60366532,2020-03-25T21:33:04.620Z,"3km NNE of Magna, Utah",earthquake,0.37,1.22,0.111,2,reviewed,uu,uu
17.9621,-66.9438,-7452149.728,2033112.893,19,Q,9,3.38,3.00368,md,8,208,0.0659,0.07,pr,pr2020079013,2020-03-19T20:52:29.965Z,"5km SW of Guanica, Puerto Rico",earthquake,0.87,0.54,0.22,3,reviewed,pr,pr
40.7845,-112.0731667,-12475927.85,4980607.239,12,T,8.89,0.77,0.77,ml,16,111,0.03483,0.13,uu,uu60366522,2020-03-25T21:14:03.440Z,"8km NNE of Magna, Utah",earthquake,0.39,0.71,0.049,2,reviewed,uu,uu
58.9489,-152.1908,-16941802.36,8169350.402,5,V,29.1,1.6,1.6,ml,,,,0.57,ak,ak0203mv7du3,2020-03-19T13:05:53.582Z,"85km SSW of Homer, Alaska",earthquake,,0.2,,,automatic,ak,ak
62.0544,-149.9205,-16689073.72,8872053.475,6,V,57.8,1.3,1.3,ml,,,,0.74,ak,ak0203muyd4r,2020-03-19T13:02:12.325Z,"12km SSW of Y, Alaska",earthquake,,1.9,,,automatic,ak,ak
53.9496667,-166.677,-18554398.77,7160629.527,3,U,7.95,0.65,0.65,ml,4,224,0.1284,0.06,av,av70878919,2020-03-20T00:44:15.550Z,"11km NW of Dutch Harbor, Alaska",earthquake,0.48,1.29,0.142,4,reviewed,av,av
35.904,-117.6761667,-13099650.96,4287419.948,11,S,5.59,0.51,0.51,ml,9,100,0.04855,0.24,ci,ci39107463,2020-03-19T12:56:09.435Z,"21km E of Little Lake, CA",earthquake,1.63,2.36,0.261,4,automatic,ci,ci
35.701,-117.5126667,-13081450.22,4259557.045,11,S,10.32,1.4,1.4,ml,16,161,0.1337,0.19,ci,ci39107455,2020-03-19T12:53:54.420Z,"12km SW of Searles Valley, CA",earthquake,0.49,1.05,0.21,18,automatic,ci,ci
40.7385,-112.0346667,-12471642.05,4973846.653,12,T,9.13,3.09,3.09,ml,15,56,0.01158,0.11,uu,uu60020349,2020-03-23T21:17:36.118Z,"5km NNW of West Valley City, Utah",earthquake,0.27,0.46,0.126,3,reviewed,uu,uu
40.7415,-112.0398333,-12472217.19,4974287.418,12,T,9.18,3.2,3.2,ml,40,42,0.01484,0.15,uu,uu60366502,2020-03-26T12:50:52.040Z,"6km NNW of West Valley City, Utah",earthquake,0.26,0.47,0.147,9,reviewed,uu,uu
38.842,-122.8241667,-13672723.69,4699064.632,10,S,2.12,0.32,0.13952,md,5,104,0.009474,0.03,nc,nc73355985,2020-03-24T18:39:12.192Z,"9km WNW of Cobb, CA",earthquake,0.48,0.82,,1,reviewed,nc,nc
38.8344994,-122.8078308,-13670905.19,4697992.681,10,S,2.23,0.56,0.36416,md,11,92,0.01123,0.01,nc,nc73355980,2020-03-19T14:33:04.153Z,"8km W of Cobb, CA",earthquake,0.37,0.74,,1,automatic,nc,nc
19.0186672,-155.4586639,-17305579.3,2157133.799,5,Q,35.9,2.29,1.98344,md,50,210,0.1098,0.16,hv,hv71436337,2020-03-19T12:39:13.320Z,"20km S of Pahala, Hawaii",earthquake,0.78,1.09,0.19,9,automatic,hv,hv
38.142,-118.3465,-13174272.12,4599505.117,11,S,2,0.2,0.2,ml,4,284.09,0.166,0.1209,nn,nn00719534,2020-03-20T02:09:33.609Z,"48km SSE of Hawthorne, Nevada",earthquake,,21.7,0,1,reviewed,nn,nn
40.7408333,-112.064,-12474907.42,4974189.464,12,T,8.13,2.28,2.28,ml,33,46,0.02547,0.14,uu,uu60366497,2020-03-23T20:24:14.511Z,"4km NE of Magna, Utah",earthquake,0.23,0.69,0.138,11,reviewed,uu,uu
57.2946,-154.9286,-17246572.86,7820572.263,5,V,60.9,2.6,2.6,ml,,,,0.53,ak,ak0203musjnw,2020-03-26T12:21:34.040Z,"62km WSW of Larsen Bay, Alaska",earthquake,,1,,,automatic,ak,ak
35.8995,-119.9743333,-13355481.69,4286801.524,11,S,4.06,1.81,1.53416,md,32,183,0.209,0.15,nc,nc73355975,2020-03-20T01:55:03.410Z,"12km S of Kettleman City, CA",earthquake,0.42,0.61,0.166,17,reviewed,nc,nc
33.2696667,-116.0003333,-12913098.03,3931152.653,11,S,5.52,2.2,2.2,ml,67,24,0.01598,0.2,ci,ci39107439,2020-03-19T18:11:47.220Z,"5km SW of Salton City, CA",earthquake,0.16,0.39,0.153,74,reviewed,ci,ci
19.2188339,-155.4105072,-17300218.53,2180717.08,5,Q,32.89,1.85,1.5716,md,48,158,0.02227,0.11,hv,hv71436327,2020-03-19T12:22:47.820Z,"7km ENE of Pahala, Hawaii",earthquake,0.59,0.7,0.01,4,automatic,hv,hv
33.9038333,-117.0788333,-13033156.11,4015896.486,11,S,13.76,1.05,1.05,ml,28,36,0.06964,0.13,ci,ci39107431,2020-03-19T12:22:55.916Z,"10km SSW of Calimesa, CA",earthquake,0.2,0.53,0.185,27,automatic,ci,ci
35.6515,-117.475,-13077257.18,4252773.661,11,S,6.08,0.83,0.83,ml,11,163,0.1551,0.17,ci,ci39107423,2020-03-19T12:20:44.867Z,"14km SSW of Searles Valley, CA",earthquake,0.58,2.26,0.142,9,automatic,ci,ci
65.4262,-153.4239,-17079070.42,9721540.556,5,W,0,1.6,1.6,ml,,,,0.46,ak,ak0203mup5bn,2020-03-19T12:27:02.855Z,"68km WNW of Tanana, Alaska",earthquake,,0.4,,,automatic,ak,ak
35.8335,-117.651,-13096849.41,4277735.348,11,S,5.92,0.52,0.52,ml,7,98,0.04694,0.21,ci,ci39107415,2020-03-19T12:17:08.321Z,"24km WNW of Searles Valley, CA",earthquake,0.91,2.62,0.157,6,automatic,ci,ci
17.9556,-66.8586,-7442665.307,2032352.257,19,Q,12,2.39,2.07704,md,6,212,0.0284,0.07,pr,pr2020079017,2020-03-19T14:30:33.604Z,"4km SE of Maria Antonia, Puerto Rico",earthquake,1.01,0.45,0.03,3,reviewed,pr,pr
63.0415,-150.94,-16802563.94,9110434.041,5,V,123.1,2.2,2.2,ml,,,,0.37,ak,ak0203mucu33,2020-03-19T12:12:49.715Z,"90km NNW of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
17.8111,-66.9318,-7450813.894,2015449.927,19,Q,9,2.59,2.26424,md,6,266,0.1722,0.11,pr,pr2020079012,2020-03-19T12:44:11.247Z,"17km S of Guanica, Puerto Rico",earthquake,0.75,0.94,0,1,reviewed,pr,pr
46.9281667,-112.4716667,-12520288.67,5930356.921,12,T,18.95,1.2,1.2,ml,8,209,0.129,0.13,mb,mb80385794,2020-03-20T21:36:48.600Z,"16km E of Lincoln, Montana",earthquake,1.41,0.75,0.076,2,reviewed,mb,mb
40.7436667,-112.0326667,-12471419.41,4974605.766,12,T,8.56,1.54,1.54,ml,25,50,0.01688,0.13,uu,uu60366462,2020-03-23T20:13:02.670Z,"6km NNW of West Valley City, Utah",earthquake,0.28,0.6,0.155,2,reviewed,uu,uu
52.0566667,-176.0663333,-19599614.57,6810378.013,1,U,7.56,-0.22,-0.22,ml,4,157,0.01541,0.15,av,av70878914,2020-03-20T00:38:42.580Z,"45km ENE of Adak, Alaska",earthquake,1.05,1.15,0.129,4,reviewed,av,av
52.051,-176.0593333,-19598835.33,6809352.167,1,U,8.12,0.56,0.56,ml,5,129,0.008937,0.15,av,av70878909,2020-03-20T00:36:10.720Z,"45km ENE of Adak, Alaska",earthquake,0.62,1,0.182,5,reviewed,av,av
52.0473333,-176.062,-19599132.19,6808688.451,1,U,8.24,0.12,0.12,ml,4,155,0.005718,0.22,av,av70878904,2020-03-20T00:30:39.400Z,"45km ENE of Adak, Alaska",earthquake,1.53,1.55,0.177,4,reviewed,av,av
62.1887,-149.2755,-16617272.65,8904025.928,6,V,47.6,1,1,ml,,,,0.55,ak,ak0203mu88c0,2020-03-19T11:41:10.984Z,"30km E of Y, Alaska",earthquake,,1.3,,,automatic,ak,ak
